id,name,description
7853,Psionic Projection,Allows Templar Assassin to teleport from a nearby Psionic Trap to another after a brief channel. Does not break meld. Detonates both Psionic Traps on arrival.
5197,Psionic Trap,"Templar Assassin places mystical traps that invisibly monitor enemy movement. When sprung at her command, they exert a slowing influence of %movement_speed_min%%% in the area. Traps charge up to slow %movement_speed_max%%% after %trap_max_charge_duration% seconds. Deals bonus damage when fully charged."
5218,Poison Attack,"Intensifies Viper's venom, adding an effect to his normal attack that applies a stacking movement speed slow and magic resistance deduction while dealing damage over time. Stacks up to %max_stacks% times."
5219,Nethertoxin,Viper releases a Nethertoxin at the targeted area. Units in that area take an increasing damage over time based on how long they remain in it. Disables passives of affected units.
5220,Corrosive Skin,Viper exudes an infectious toxin that damages and slows the attack speed of any enemy that damages it in a %max_range_tooltip% radius. The acid exudate also increases Viper's resistance to magic.
5221,Viper Strike,Viper slows the targeted enemy unit's movement and attack speed while also dealing poison damage over time.  The slowing effect reduces over the duration of the poison.
5222,Lucent Beam,"Calls a beam of lunar energy down upon an enemy, damaging and briefly stunning them."
5223,Moon Glaives,"Empowers Luna's glaives, causing her attacks to bounce between enemy units. Deals less damage with each bounce."
5224,Lunar Blessing,Increases the attack damage for Luna and nearby allied heroes. Luna is also blessed with increased vision range at night.
5225,Eclipse,"Showers random nearby enemies with strikes from Luna's current level of Lucent Beam. These beams do not stun their targets, and there is a maximum number of times that a single target can be struck. Also turns day into night for %night_duration% seconds."
5226,Breathe Fire,Unleashes a breath of fire in front of Dragon Knight that burns enemies and reduces the damage their attacks deal.
5227,Dragon Tail,"Dragon Knight smites an enemy unit in melee range with his shield, stunning it while dealing minor damage.  When in Elder Dragon Form, the cast range increases to %dragon_cast_range%."
5228,Dragon Blood,The life blood of the Dragon improves health regeneration and strengthens armor.
660,Fireball,"Ignites a %radius% AoE area for %duration% seconds, dealing %damage% damage per second that lingers for %linger_duration% seconds to enemies in it. Has reduced cast range when melee."
5229,Elder Dragon Form,"Dragon Knight takes the form of one of three powerful elder dragons, increasing his speed, and Dragon Tail's range, while granting him new powers.
<font color=""#9acd32"">LEVEL 1 Green Dragon</font> - Corrosive Breath: attacks deal %corrosive_breath_damage% poison damage per second for %corrosive_breath_duration% seconds. Works on structures.
<font color=""#ff0000"">LEVEL 2 Red Dragon</font> - Splash Attack: attacks damage all enemy units in a %splash_radius% radius for %splash_damage_percent%%% damage, with Corrosive Breath added to the targets.
<font color=""#87ceeb"">LEVEL 3 Blue Dragon</font> - Frost Breath: slows movement speed by %frost_bonus_movement_speed%%% and attack speed by %frost_bonus_attack_speed% of enemy units in Splash Attack range for %frost_duration% seconds, with Corrosive Breath added to the targets."
5233,Poison Touch,"Releases a cone of poison that strikes multiple enemy units. Deals damage over time and slows the targets. Anytime the targets get attacked by Dazzle, the debuff duration is refreshed and slow is increased."
5234,Shallow Grave,"An ally blessed with Shallow Grave, no matter how close to death, cannot die while under its protection."
5235,Shadow Wave,"Sends out a bolt of power that arcs between allies, healing them while damaging any units standing nearby.  Dazzle is always healed by Shadow Wave."
7304,Bad Juju,"Passively reduces cooldowns on Dazzle's abilities and items. Anytime he casts a spell, all nearby enemies will have their armor reduced. Debuff stacks and refreshes duration."
5237,Battery Assault,"Discharges high-powered shrapnel at random nearby enemy units, dealing minor magical damage and ministun."
5238,Power Cogs,"Forms a barrier of energized cogs around Clockwerk, trapping any units that are near.  Enemies outside the trap that touch a cog are knocked back, losing health and mana. Once a cog has delivered a shock, it will power down.  Cogs can be destroyed by enemy attacks, but Clockwerk can destroy them with just one."
5239,Rocket Flare,"Fires a global range flare that explodes over a given area, damaging enemies and providing vision for %duration% seconds."
321,Overclocking,Resets Clockwerk's ability cooldowns and grants him bonus movement and attack speed for a duration. Clockwerk becomes stunned after the duration runs out.
630,Jetpack,"Rises up, granting Clockwerk flying vision, flying movement, and a %bonus_speed%%% bonus movement speed. Clockwerk has a severely-limited turn rate during this time and cannot attack. Lasts up to %duration% seconds or until he casts Hookshot."
5240,Hookshot,"Fires a grappling device rapidly at the target location.  If the hook hits a unit, Clockwerk launches himself into the target, stunning and dealing damage.  Any enemies Clockwerk collides with along the way are damaged and stunned."
5241,Split Earth,Splits the earth under enemies. Deals damage and stuns for a short duration.
5242,Diabolic Edict,"Saturates the area around Leshrac with magical explosions that deal pure damage to enemy units and structures.  The fewer units available to attack, the more damage those units will take. Lasts %abilityduration% seconds."
5243,Lightning Storm,"Summons a lightning storm that blasts the target enemy unit, then strikes any nearby enemy units. Struck enemies are slowed."
539,Nihilism,"Causes all nearby enemies in %radius% AoE to turn ethereal, preventing them from attacking, causing them to take %magic_amp%%% more magic damage and be slowed by %slow%%% for %duration% seconds. Increases Leshrac's speed rather than reducing it. Does not cause you to take amplified damage."
5244,Pulse Nova,"Creates waves of damaging energy around Leshrac, one per second, to damage nearby enemy units. Drains Leshrac's mana with each pulse."
5245,Sprout,"Sprouts a ring of trees around a unit, trapping it in place, and providing vision in a %vision_range% radius."
5246,Teleportation,Teleports to any point on the map.
5247,Nature's Call,Converts an area of trees into Treants under the command of Nature's Prophet.
5248,Wrath of Nature,"Damaging energy bounces around the map, striking enemies close to the cast point that are in vision. Each enemy hit beyond the first adds damage. Enemies that die under this spell grant you bonus damage for %kill_damage_duration% seconds."
5249,Rage,"Launch into a maddened rage, becoming Spell Immune, and gaining increased movement speed.

DISPEL TYPE: Basic Dispel"
5250,Feast,Lifestealer's attacks deal damage and provide heal for a percentage of his target's max health.
631,Ghoul Frenzy,Passively causes Lifestealer's attacks to significantly slow enemy movement speed for %duration% seconds. Grants you Attack Speed.
5251,Open Wounds,"Lifestealer rends an enemy unit, slowing the victim's movement speed and allowing all allies to regain health for a percentage of the damage they deal to that unit. All damage dealt will steal life, including damage from spells. The victim recovers movement speed over the duration. Deals 2% of the target's max health per attack on the target from real heroes."
5252,Infest,"Lifestealer infests the body of a target unit, becoming undetectable, and healing for a portion of his max hitpoints every second while inside. He can then explode from the host body, dealing damage to nearby enemies. If the infested unit is an enemy creep or a neutral creep, he can take control of the unit's ability to move and attack. Does not work on enemy heroes.

DISPEL TYPE: Basic Dispel"
5255,Vacuum,"Dark Seer creates a vacuum over the target area that sucks in enemy units, disrupting them and dealing damage."
5256,Ion Shell,Surrounds the target unit with a bristling shield that damages enemy units in an area around it.
5257,Surge,"Charges a target friendly unit with power, giving it a brief burst of movement speed and removes unit collisions. Allows the unit to reach maximum movement speed and cannot be slowed."
687,Normal Punch,"Grants Normal Punch. Passive cooldown attack. Causes Dark Seer's next attack on a hero to have True Strike, knock an illusion out of the victim and stun them for up to 2.25 seconds, 350 distance and 300 magic damage based on how far Dark Seer has moved in the past 3 seconds. Max power is reached after 900 distance moved. Illusions lasts for 8 seconds. Cooldown: 14"
5258,Wall of Replica,"Raises a wall of warping light that slows and creates replicas of any enemy hero who crosses it. Enemy replicas serve at the Dark Seer's will. Replicas last until they are destroyed, or until the wall's duration ends."
5259,Burning Barrage,Clinkz channels and shoots multiple piercing arrows in the target direction that hit all enemy units dealing a percentage of Clinkz' attack damage and applying attack modifiers.
5260,Searing Arrows,Imbues Clinkz's arrows with fire for extra damage.
5261,Skeleton Walk,Clinkz moves invisibly through units until the moment he attacks or uses items.
7319,Burning Army,"Clinkz summons an army of fiery ranged skeleton archers. Archers are immobile and die with 2 attacks from a hero. Skeletons deal a percentage of Clinkz' damage, use his current Searing Arrows ability and attack only heroes. Attack range is equal to Clinkz's attack range."
5262,Death Pact,"Clinkz consumes the target enemy unit or friendly unit, gaining max health and damage based on its current health. Does not take Clinkz out of Skeleton Walk."
5263,Purification,Instantly heals a friendly unit and damages all nearby enemy units.
5264,Heavenly Grace,"Creates a divine barrier around an ally which grants them increased Status Resistance, Strength and Health Regeneration.

DISPEL TYPE: Strong Dispel"
5265,Degen Aura,Greatly degenerates the movement capabilities of enemy units that stray too near.
656,Hammer of Purity,Causes Omniknight's next attack to deal bonus pure damage based on %bonus_damage% plus %base_damage%%% of his base damage and reduces all outgoing damage from the target by 60% for the next 4 seconds. Cooldown: 10
5266,Guardian Angel,Omniknight calls upon a Guardian Angel that grants allies immunity from physical damage.
5270,Impetus,"Places an enchantment on each attack while activated, causing it to deal additional damage based on how far away the target is.  The farther the target, the greater the damage dealt."
5268,Enchant,"Enchantress charms an enemy. If the enemy is a hero, they are slowed. If the enemy is a creep, she brings it under her control, increasing its attack damage and max health.

DISPEL TYPE: Basic Dispel"
5269,Nature's Attendants,A cloud of wisps heals Enchantress and any friendly units nearby. Lasts %abilityduration% seconds.
320,Sproink,"Leaps backward, dodges incoming projectiles, and launches an Impetus attack on the 3 furthest enemy units within Enchantress' attack range + 200."
5267,Untouchable,"Enchantress beguiles her enemies, slowing their attacks when she is attacked."
7300,Inner Fire,"In a fiery rage, knocks all nearby enemies away from you to a fixed distance, dealing damage and disarming them."
5272,Burning Spear,"Huskar sets his spears aflame, dealing damage over time with his regular attack.  Multiple attacks will stack additional damage.  Each attack drains some of Huskar's health."
5273,Berserker's Blood,"Huskar's injuries feed his power, giving increased attack speed and health regen based on missing health. Health regen is a percentage of your strength."
5274,Life Break,"Huskar draws upon his health to break an enemy's life, leaping at a target within attack range to shatter a percentage of that hero's current health, and slowing them.  While leaping, Huskar is Spell Immune.

DISPEL TYPE: Basic Dispel"
5275,Void,"Creates a damaging void that slows an enemy unit and deals damage.  Void also mini-stuns, interrupting channeling abilities. The slowing effect lasts longer at night."
5276,Crippling Fear,"Night Stalker horrifies all nearby enemies, causing them to become silenced while near him.  The effect lasts longer at night."
5277,Hunter in the Night,"Night Stalker is in his element at night, attacking and moving with great swiftness."
5278,Dark Ascension,"Night Stalker smothers the sun and summons instant darkness, so that he might use his powers at their fullest. Night Stalker gains flight and bonus damage during this time. Has unobstructed vision."
5282,Insatiable Hunger,A violent lust for vital fluids increases Broodmother's attack damage and gives her a vampiric attack.
5280,Spin Web,"Spins a large web that grants Broodmother a passive movement speed increase, and boosts regeneration while in its vicinity, as well as giving free movement. Spin Web charges restore every %charge_restore_time% seconds. Spin Web can be cast from anywhere as long as the new web touches an existing web. Webs never expire, and can be manually destroyed. When the maximum limit of webs is exceeded, the oldest web disappears. The movement bonus is proportional to the unit's HP"
639,Silken Bola,"Slows the target enemy, causes them to miss and deals impact damage. Units that attack the target deal bonus magic damage."
873,Spinner's Snare,"Broodmother creates a 900 width invisible web line. Enemy Heroes that cross the web line will make it visible and become rooted, visible in fog and receive 100dps for 4 seconds, after which the line is destroyed. Broodmother's team is notified in the Minimap whenever someone trips in a Web line. Multiple Heroes can trip on the same line until it's destroyed. Can only have 5 Snares Active. Formation Delay: 2, Cast Range: 600, Slow Duration: 0.25, Slow: 100%, Root Duration: 4, DPS: 100"
5279,Spawn Spiderlings,"Broodmother injects her young into an enemy unit, dealing damage. The spiderlings will hatch if the target is killed while under this influence."
5285,Shuriken Toss,"Hurls a deadly shuriken at an enemy unit, dealing damage and mini-stunning the target.  The shuriken will bounce to any Tracked units who are within a %bounce_aoe% radius of each other."
5286,Jinada,"Bounty Hunter plans his next hit, dealing bonus damage and stealing some unreliable gold."
5287,Shadow Walk,"Bounty Hunter becomes invisible and gains the ability to move through other units until he attacks or uses an ability.  If he breaks the invisibility with an attack, that attack will slow the target's movement speed."
5288,Track,"Tracks an enemy hero, granting True Sight of the target, and information on how much gold it is carrying. Bounty Hunter moves fast when near the tracked unit and deals critical strikes when attacking it. If the target dies, Bounty Hunter and nearby heroes collect a bonus bounty of gold. Casting Track does not take you out of invisibility."
5289,The Swarm,"Weaver launches a swarm of %count% young Weavers that latch on any enemy unit in their path, attacking and reducing armor until it is killed."
5290,Shukuchi,"Weaver shifts out of visibility, gaining max movement speed --doing harm to any enemies it passes through."
5291,Geminate Attack,Allows Weaver to dispatch two attacks at once.
5292,Time Lapse,"Weaver warps backward to whatever position it was in five seconds earlier--regaining the HP and mana from that time. No effect on cooldown, gold or experience.

DISPEL TYPE: Strong Dispel"
5297,Dual Breath,"An icy blast followed by a wave of fire launches out in a path in front of Jakiro. The ice slows enemies, while the fire delivers damage over time."
5298,Ice Path,Creates a path of ice that stuns and damages enemies that touch it.
5299,Liquid Fire,"Jakiro burns his enemies in an area of effect with fire added to his attack, while slowing their attacks."
553,Liquid Frost,Stuns enemies for %stun_duration% seconds and applies a frost debuff that slows enemy movement speed by %movement_slow%%% and take %base_damage% plus %pct_health_damage%%% of their max health per second as damage for %duration% seconds.
5300,Macropyre,"Jakiro exhales a wide line of lasting flames, which deals damage per second to any enemy units caught in the fire."
5320,Sticky Napalm,"Drenches an area in sticky oil, amplifying damage from Batrider's attacks and abilities and slowing the movement speed and turn rate of enemies in the area.  Additional casts of Sticky Napalm continue to increase damage, up to %max_stacks% stacks."
5321,Flamebreak,"Hurls an explosive cocktail that explodes when it reaches the target location, knocking back, and dealing damage over time to enemies in the area."
5322,Firefly,"Batrider takes to the skies, laying down a trail of flames from the air.  The fire damages any enemies it touches, and destroys trees below Batrider. Batrider has bonus day/night vision while Firefly is active."
5323,Flaming Lasso,"Lassoes an enemy and drags them in Batrider's wake. Dragged units cannot move, attack, or use abilities.  Teleporting or blinking will break the lasso."
5328,Penitence,Forces an enemy unit to move slower and for allies to attack it more quickly.
5330,Holy Persuasion,"Chen takes control of an enemy or neutral creep. If the persuaded creep's base health is naturally below the health minimum, its base health will be raised to the health minimum. Converted creeps will have increased movement speed and bonus damage. 

Can be cast on converted creeps to teleport them to Chen. If cast on Chen, all units controlled by Chen will be teleported to him. Taking damage will dispel the buff."
7306,Divine Favor,Passively provides an aura that grants increased health regeneration and armor.
5331,Hand of God,Heals all allied heroes on the map as well as all units under Chen's control.
5334,Spectral Dagger,"Spectre flings a dagger to draw a Shadow Path, dealing damage and slowing the movement speed of any enemies along the trail. Units hit by the dagger also trail a Shadow Path. While treading the path, Spectre phases through otherwise impassable terrain."
5335,Desolate,Deals bonus damage whenever Spectre attacks an enemy that does not have any allied units within a %radius% radius around them.
5336,Dispersion,"Damage done to Spectre is reflected on her enemies, leaving her unharmed. The effect lessens with distance."
7851,Shadow Step,Allows Spectre to perform a single target unit Haunt. Casts a Spectral Dagger on the target.
5337,Haunt,"Creates a spectral nemesis to attack each enemy hero. At any moment during the duration, Spectre can use Reality to exchange places of a given haunt.

Haunt illusions are uncontrollable, take extra damage, and deal less damage than Spectre herself.  They ignore terrain."
5345,Cold Feet,"Places a frozen hex on an enemy unit that deals damage over time, but can be dispelled by moving away from the initial cast point.  If the enemy unit doesn't move outside of the given range, it will be stunned and frozen in place after 4 seconds."
5346,Ice Vortex,Creates a vortex of icy energy that slows and increases magic damage done to enemies in its range.
5347,Chilling Touch,"Enhances Ancient Apparition's attack with increased range, heavy magic damage, and movement slow."
5348,Ice Blast,"Launches a tracer toward any location on the battlefield, which must be triggered again to mark the area to be blasted by a damaging explosion of hail. The further the tracer travels, the larger the explosion will be. Enemies caught in the explosion, or who touch the icy ball of hail as it travels, are Frostbitten, taking damage and prevented from regenerating or healing. If a Frostbitten unit's health drops below a certain percentage, they will instantly shatter."
5339,Devour,"Consumes an enemy or neutral creep, acquiring any special abilities that it possessed. If autocast is deactivated, Doom will not acquire the creep's abilities. Duration is equal to the cooldown."
5340,Scorched Earth,"Carpets the nearby earth in flames which damage enemies, while also granting him increased movement speed."
5341,Infernal Blade,"Doom swings his burning sword, igniting the enemy. Stuns for %ministun_duration% seconds and applies a %burn_duration% second burn that deals a base damage plus a percentage of the target's Max HP as damage per second."
5342,Doom,"Inflicts a curse that dispels an enemy Hero and prevents an them from casting spells or using items, while taking damage over time.

DISPEL TYPE: Basic Dispel"
5357,Earthshock,"Ursa leaps forward %hop_distance% units and slams the earth, causing a powerful shock to damage and slow all enemy units in a nearby area for %abilityduration% seconds."
5358,Overpower,"Using his skill in combat, Ursa gains increased attack speed for a number of subsequent attacks."
5359,Fury Swipes,"Ursa's claws dig deeper wounds in the enemy, causing consecutive attacks to the same enemy to deal more damage.  If the same target is not attacked after %bonus_reset_time% seconds, the bonus damage is lost."
5360,Enrage,"Ursa goes into a frenzy, providing damage reduction and status resistance. Removes any existing debuffs.

DISPEL TYPE: Strong Dispel"
5353,Charge of Darkness,"Spirit Breaker fixes his sight on an enemy unit and starts charging through all objects.  All enemy units passed through and the targeted unit will be hit by a Greater Bash.  If the targeted unit dies, Spirit Breaker will change his target to the nearest enemy unit to that location."
7301,Bulldoze,Spirit Breaker gains movement speed and status resistance to ram through enemies. Can be used while charging.
5355,Greater Bash,Gives a chance to stun and knockback an enemy unit on an attack. Deals a percentage of movement speed as damage. Deals 1.5x damage to creeps.
5356,Nether Strike,"Spirit Breaker slips into the nether realm, reappearing next to his hapless victim. Upon reappearing, a Greater Bash of the current level occurs and deals bonus damage. Knocks back for double the normal distance."
5361,Rocket Barrage,Launches a salvo of rockets at nearby enemy units in a radius around the Gyrocopter.  Lasts %abilityduration% seconds.
5362,Homing Missile,"Fires a homing missile to seek the targeted enemy unit. The missile gains speed over time, dealing damage and stunning when it impacts the target. Enemy units can destroy the missile before it reaches its target."
5363,Flak Cannon,Gyrocopter's attacks hit all enemy units in an area around it for a limited number of attacks.  Only the main target of attacks will receive attack bonuses such as Critical Strike.  Lasts %abilityduration% seconds or until the attacks are used.
5364,Call Down,"Call down an aerial missile strike on enemy units in a target area. After %missile_delay_tooltip% seconds, two missiles arrive in succession, with %missile_delay_tooltip% seconds between them."
5365,Acid Spray,Sprays high-pressure acid across a target area. Enemy units who step across the contaminated terrain take damage per second and have their armor reduced.
5366,Unstable Concoction,"Alchemist brews up an unstable concoction that he can throw at an enemy hero, to stun and deal damage in an area around the explosion. The longer the concoction brews, the more damage it deals and the longer the stun. After %brew_time% seconds, the brew reaches its maximum damage and stun time. However, after %brew_explosion% seconds, the concoction will explode on Alchemist himself if not thrown."
5368,Greevil's Greed,"Alchemist synthesizes additional gold from his enemies and bounty runes. With each kill, Alchemist earns base bonus gold and extra bonus gold. If Alchemist kills another unit which yields gold within the next %duration% seconds, an additional instance of Extra Bonus Gold is added to the total. Additionally, causes bounty runes to yield more gold."
642,Berserk Potion,"Alchemist throws a potion at an ally, applying a basic dispel and giving them %attack_speed% Attack Speed, %move_speed% Movement Speed and %hp_regen% HP regen.<br><br>Lasts %duration% seconds."
5369,Chemical Rage,"Alchemist causes his Ogre to enter a chemically induced rage, reducing base attack cooldown and increasing movement speed and health regeneration.

DISPEL TYPE: Basic Dispel"
5370,Quas,"Allows manipulation of ice elements. Each <font color='#7998b5'>Quas</font> instance provides increased health regeneration.
"
5371,Wex,Allows manipulation of storm elements. Each <font color='#d671a9'>Wex</font> instance provides increased attack speed and movement speed.
5372,Exort,Allows manipulation of fire elements. Each <font color='#cabe68'>Exort</font> instance provides increased attack damage.
5375,Invoke,Combines the properties of the elements currently being manipulated to create a new spell for Invoker to use. Invoke cooldown is reduced by %cooldown_reduction_per_orb% seconds for each orb level. <br><br> Click the help button to see the list of possible spells.
5376,Cold Snap,"Invoker draws the heat from an enemy, chilling them to their very core for a duration based on the level of <font color='#7998b5'>Quas</font>. The enemy will take damage and be briefly frozen. Further damage taken in this state will freeze the enemy again, dealing bonus damage. The enemy can only be frozen so often, but the freeze cooldown decreases based on the level of <font color='#7998b5'>Quas</font>."
5381,Ghost Walk,"Invoker manipulates the ice and electrical energies around him, rendering his body invisible. The elemental imbalance created as a consequence slows nearby enemies based on the level of <font color='#7998b5'>Quas</font>, and slows Invoker as well based on the level of <font color='#d671a9'>Wex</font>."
5382,Tornado,"Unleashes a fast moving tornado that picks up enemy units in its path, suspending them helplessly in the air shortly before allowing them to plummet to their doom. Travels further based on the level of <font color='#d671a9'>Wex</font>. Holds enemies in the air for a duration based on the level of <font color='#7998b5'>Quas</font>. Deals base damage plus added damage based on levels in <font color='#d671a9'>Wex</font>.

DISPEL TYPE: Basic Dispel"
5383,E.M.P.,"Invoker builds up a charge of electromagnetic energy at a targeted location which automatically detonates after %delay% seconds. The detonation covers an area, draining mana based on the level of <font color='#d671a9'>Wex</font>. Deals damage for each point of mana drained.  If EMP drains mana from an enemy hero, Invoker gains 50% of the mana drained."
5384,Alacrity,"Invoker infuses an ally with an immense surge of energy, increasing their attack speed based on the level of <font color='#d671a9'>Wex</font> and their damage based on the level of <font color='#cabe68'>Exort</font>."
5385,Chaos Meteor,"Invoker pulls a flaming meteor from space onto the targeted location. Upon landing, the meteor rolls forward, constantly dealing damage based on the level of <font color='#cabe68'>Exort</font>, and rolling further based on the level of <font color='#d671a9'>Wex</font>. Units hit by the meteor will also be set on fire for a short time, receiving additional damage based on the level of <font color='#cabe68'>Exort</font>."
5386,Sun Strike,"Sends a catastrophic ray of fierce energy from the sun at any targeted location, incinerating all enemies standing beneath it once it reaches the earth. Deals damage based on the level of <font color='#cabe68'>Exort</font>, however this damage is spread evenly over all enemies hit."
5387,Forge Spirit,"Invoker forges a spirit embodying the strength of fire and fortitude of ice. Damage and armor are based on the level of <font color='#cabe68'>Exort</font> while attack range, health, and duration are based on the level of <font color='#7998b5'>Quas</font>. The elemental's scorching attack is capable of melting the armor of enemy heroes. Spawns two spirits when Quas and Exort are at least level 4."
5389,Ice Wall,Generates a wall of solid ice directly in front of Invoker for a duration based on the level of <font color='#7998b5'>Quas</font>. The bitter cold emanating from it greatly slows nearby enemies based on the level of <font color='#7998b5'>Quas</font> and deals damage each second based on the level of <font color='#cabe68'>Exort</font>.
5390,Deafening Blast,"Invoker unleashes a mighty sonic wave in front of him, dealing damage to any enemy unit it collides with based on the level of <font color='#cabe68'>Exort</font>. The sheer impact from the blast is enough to knock those enemy units back for a duration based on the level of <font color='#7998b5'>Quas</font>, then disarm their attacks for a duration based on the level of <font color='#d671a9'>Wex</font>."
5377,Arcane Curse,"Curses the target area, causing enemy heroes to take damage and slowing their movement speed. Silenced enemies take 2x slow and damage. Anytime affected enemies cast a spell, the duration is increased. The cooldown is paused as long as the target is silenced."
5378,Glaives of Wisdom,"Silencer enchants his glaives with his wisdom, dealing additional damage based on his Intelligence. Silencer temporarily steals his target's Intelligence with each hit."
5379,Last Word,"Enchants a target, providing vision of them and causing them to be damaged and silenced if they cast a spell or if the enchantment timer expires. Deals extra damage based on the difference in intelligence between Silencer and the target."
5380,Global Silence,"Silencer stops all sound, preventing enemy heroes and units on the map from casting spells."
5391,Arcane Orb,"Adds extra pure damage to Outworld Destroyer's attacks, based on his remaining mana pool."
5392,Astral Imprisonment,"Places a target unit into an astral prison. The hidden unit is invulnerable and disabled. When the astral prison implodes, it deals damage to the target and steals a percentage of their max mana."
5684,Essence Flux,Passively grants you a chance to restore a percentage of your max mana each time you cast an ability.
5394,Sanity's Eclipse,Unleashes a psychic blast that deals to enemies based on the difference between your mana and the target's mana. Sanity's Eclipse can hit units trapped by Astral Imprisonment.
5395,Summon Wolves,"Summons two wolves to fight for Lycan.  Level 3-4 wolves have Permanent Invisibility, and level 4 wolves have Cripple."
5396,Howl,"Strikes fear into enemies, reducing armor and attack damage to all enemies within %radius% range of Lycan and his wolves."
5397,Feral Impulse,Increases the HP regeneration and damage of Lycan and all units under his control.
333,Wolf Bite,"Lycan bites an ally, granting them Shapeshift properties. Lycan and the bitten target gain %lifesteal_percent%%% Lifesteal and share the healing effect of Lifesteal with each other as long as they are within %lifesteal_range% range of each other."
5398,Shapeshift,"Lycan assumes his lupine form, granting him and his units critical strikes and added vision at night. During Shapeshift, Lycan and all units under his control move at increased speed, cannot be slowed and have a %crit_chance%%% chance to deal a critical strike doing %crit_multiplier%%% damage."
5400,Thunder Clap,"Slams the ground, dealing damage and slowing the movement speed and attack rate of nearby enemy units."
7310,Cinder Brew,"Drenches an area in alcohol, causing enemy units to move slower and ignited once they take any spell damage. Duration is increased by %extra_duration% seconds when ignited."
5402,Drunken Brawler,"Brewmaster passively gains a chance to evade physical attacks and deal critical damage when attacking.  When activated, Brewmaster goes into a drunken brawler state, granting him increased chance to evade or deal critical damage. Brewmaster moves with a varying amount of movement speed, alternating between %min_movement%%% slower and %max_movement%%% faster. Lasts %duration% seconds."
5403,Primal Split,"Splits Brewmaster into elements, forming 3 specialized warriors, adept at survival, each with their own abilities. If any of them survive until the end of their summoned timer, the Brewmaster is reborn."
5421,Disruption,"Banishes the targeted unit from the battlefield for a short duration.  Upon returning, two illusions of the banished unit are created under Shadow Demon's control."
5422,Soul Catcher,"Captures the soul of enemy units in an area, causing them to lose a percentage of their current health. Shadow Demon temporarily gains Spell Amplification for each hero's soul captured. When the debuff is removed, the units gain half of the lost health back. Units under the effect of Disruption can still be affected by Soul Catcher."
5423,Shadow Poison,"Deals damage in a line, and afflicts enemy units with a poison effect. The poison deals 1/2/4/8/16 times the stack damage based on the number of stacks on the target, up to %max_multiply_stacks% stacks. Additional stacks cause %bonus_stack_damage% damage each.  This deferred damage is dealt when Shadow Poison's duration is expired, or the Release sub-ability is used."
5425,Demonic Purge,"Purges the target enemy unit, removing positive buffs, and slowing the target for the duration.  The unit slowly regains its speed until the end of the duration, upon which damage is dealt.  Units under the effect of Disruption can still be affected by Demonic Purge.

DISPEL TYPE: Basic Dispel"
5412,Summon Spirit Bear,"Summons a powerful Spirit Bear companion that can equip items.  If the bear moves 1100 distance away from the Lone Druid, it cannot attack.  Lone Druid suffers %backlash_damage%%% of his max health as backlash damage if the Spirit Bear dies. Spirit Bear does not benefit from attributes.
Spirit Bear has the Return, Demolish and Entangling Roots abilities."
7309,Spirit Link,"Links Lone Druid and the Spirit Bear, increasing the attack speed of both and causing damage dealt by the Spirit Bear to heal Lone Druid."
5414,Savage Roar,Lone Druid and the Spirit Bear roar fiercely causing nearby enemies to flee towards their base in terror. Their movement speed is increased by %bonus_speed%%%.
5415,True Form,"Lone Druid learns to morph himself into a raging bear, losing his ranged advantage, but gaining increased resistance, and improved versions of Entangling Roots and Demolish."
5426,Chaos Bolt,Throws a mysterious bolt of energy at the target unit. It stuns for a random duration and deals random damage.
5427,Reality Rift,"Teleports Chaos Knight, any images he has, and the target unit to a point along the line between him and the target. Reduces armor of the enemy unit for %duration% seconds."
5428,Chaos Strike,"Chaos Knight's attacks have a chance to deal a critical strike of varying strength, in addition to a lifesteal for percentage of the damage."
5429,Phantasm,"Summons several phantasmal copies of the Chaos Knight from alternate dimensions. The phantasms are strong illusions that deal %outgoing_damage_tooltip%%% damage, but take %incoming_damage_tooltip%%% damage.
DISPEL TYPE: Basic Dispel"
5430,Earthbind,"Tosses a net at the target point, rooting down all enemy units in an area around it."
5431,Poof,"Drawing mystical energies from the earth, a Meepo can teleport to another Meepo or itself after channeling for %abilitycastpoint% seconds, dealing damage in both the departure and arrival locations."
7318,Ransack,Steals health from the enemy with each strike and heals all other Meepos for that amount.
547,Dig,"Channels for 0.75 seconds and digs into the ground for 3.5 seconds, dispelling Meepo and causing him to be come invulnerable and untargetable for %duration%. Restores %hp_restore%%% of his max health over that duration. Can’t be cast while rooted."
5433,Divided We Stand,"Meepo summons an imperfect, semi-autonomous duplicate of himself, which can gain gold and experience as he does and shares his experience, attributes and abilities. However, the clones cannot wield any items but the boots that Meepo himself wears.  If any of the clones die, they all die."
338,Nature's Grasp,Creates vines towards the target location. Vines slow down and deal damage to enemies that walk through. Vines deal 50% more damage if they touch a tree. Does half damage to creeps.
5435,Leech Seed,"Treant plants a life-sapping seed in an enemy unit, draining its health, while simultaneously slowing it. The seed heals friendly units around it."
5436,Living Armor,Infuses the target hero or structure with a protective coating which heals the target and provides bonus armor.
5649,Eyes In The Forest,"Treant Protector enchants a tree, which grants him unobstructed vision in that location. If Overgrowth is cast, units within a radius of an enchanted tree will be entangled and damaged. Passively causes all trees to respawn much faster."
5434,Nature's Guise,"Provides Treant with Tree Walking whenever he hasn't taken damage for %cooldown_time% seconds. While active, Treant gains movement speed bonus and amplified healing and regeneration on himself."
